local_name,agev_parcel_id,satel_parcel_id,year,crop,yield_ha
Pocapsko 2,55535434379313920,1537.0,2018,JEČMEN J.,5.84
Pocapsko 2,55535434379313920,1537.0,2019,ŘEPKA,3.52
Pocapsko 2,55535434379313920,1537.0,2020,PŠENICE OZ.,7.62
Pocapsko 2,55535434379313920,1537.0,2021,PŠENICE J.,6.34
Pocapsko 2,55535434379313920,1537.0,2023,PŠENICE OZ.,9.87
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2017,SOJA,2.52
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2018,JEČMEN J.,4.1
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2019,PŠENICE OZ.,5.8
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2020,ŘEPKA,2.39
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2021,PŠENICE OZ.,6.48
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2022,JEČMEN J.,6.1
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2023,ŘEPKA,3.75
POČÁPSKO VEČEŘOVÁ,55535434379313920,1538.0,2024,PŠENICE OZ.,5.97
POD CESTOU,61640199551075040,1572.0,2017,ŘEPKA,3.64
POD CESTOU,61640199551075040,1572.0,2018,PŠENICE OZ.,5.1
POD CESTOU,61640199551075040,1572.0,2019,SOJA,2.95
POD CESTOU,61640199551075040,1572.0,2020,PŠENICE OZ.,7.87
POD CESTOU,61640199551075040,1572.0,2021,PŠENICE OZ.,7.01
POD CESTOU,61640199551075040,1572.0,2022,SOJA,2.85
POD CESTOU,61640199551075040,1572.0,2023,PŠENICE OZ.,7.29
POD CESTOU,61640199551075040,1572.0,2024,SOJA,3.98
Pod chotuci 1,55535434375119576,1381.0,2017,PŠENICE OZ.,7.71
Pod chotuci 1,55535434375119576,1381.0,2018,ŘEPKA,3.9
Pod chotuci 1,55535434375119576,1381.0,2019,PŠENICE OZ.,6.11
Pod chotuci 1,55535434375119576,1381.0,2020,JEČMEN J.,6.25
Pod chotuci 1,55535434375119576,1381.0,2021,SOJA,3.25
Pod chotuci 1,55535434375119576,1381.0,2022,PŠENICE OZ.,6.99
Pod chotuci 1,55535434375119576,1381.0,2023,PŠENICE OZ.,9.68
Pod chotuci 1,55535434375119576,1381.0,2024,ŘEPKA,1.79
Pod Chotuci 2,57600483973415456,1539.0,2017,PŠENICE OZ.,7.71
Pod Chotuci 2,57600483973415456,1539.0,2018,ŘEPKA,3.9
Pod Chotuci 2,57600483973415456,1539.0,2019,PŠENICE OZ.,6.11
Pod Chotuci 2,57600483973415456,1539.0,2020,JEČMEN J.,6.25
Pod Chotuci 2,57600483973415456,1539.0,2021,SOJA,3.25
Pod Chotuci 2,57600483973415456,1539.0,2022,PŠENICE OZ.,6.99
Pod Chotuci 2,57600483973415456,1539.0,2023,PŠENICE OZ.,9.68
Pod Chotuci 2,57600483973415456,1539.0,2024,ŘEPKA,1.79
Pod chotuci 3,57600483973415464,1437.0,2017,PŠENICE OZ.,7.71
Pod chotuci 3,57600483973415464,1437.0,2018,ŘEPKA,3.9
Pod chotuci 3,57600483973415464,1437.0,2019,PŠENICE OZ.,6.11
Pod chotuci 3,57600483973415464,1437.0,2020,JEČMEN J.,6.25
Pod chotuci 3,57600483973415464,1437.0,2021,SOJA,3.25
Pod chotuci 3,57600483973415464,1437.0,2022,PŠENICE OZ.,6.99
Pod chotuci 3,57600483973415464,1437.0,2023,PŠENICE OZ.,9.68
Pod chotuci 3,57600483973415464,1437.0,2024,ŘEPKA,1.79
Pod Chotuci 4,57600483988095592,1540.0,2017,PŠENICE OZ.,7.71
Pod Chotuci 4,57600483988095592,1540.0,2018,ŘEPKA,3.9
Pod Chotuci 4,57600483988095592,1540.0,2019,PŠENICE OZ.,6.11
Pod Chotuci 4,57600483988095592,1540.0,2020,JEČMEN J.,6.25
Pod Chotuci 4,57600483988095592,1540.0,2021,SOJA,3.25
Pod Chotuci 4,57600483988095592,1540.0,2022,PŠENICE OZ.,6.99
Pod Chotuci 4,57600483988095592,1540.0,2023,PŠENICE OZ.,9.68
Pod Chotuci 4,57600483988095592,1540.0,2024,ŘEPKA,1.79
POD KÁLKEM,57600539594080896,1383.0,2017,ŘEPKA,3.18
POD KÁLKEM,57600539594080896,1383.0,2018,PŠENICE OZ.,5.24
POD KÁLKEM,57600539594080896,1383.0,2019,PŠENICE OZ.,6.48
POD KÁLKEM,57600539594080896,1383.0,2020,JEČMEN J.,5.21
POD KÁLKEM,57600539594080896,1383.0,2021,PŠENICE OZ.,7.42
POD KÁLKEM,57600539594080896,1383.0,2022,ŘEPKA,4.33
POD KÁLKEM,57600539594080896,1383.0,2023,PŠENICE OZ.,8.59
POD KÁLKEM,57600539594080896,1383.0,2024,SOJA,0.65
POD KOSTÝLEK,55535434385605168,1438.0,2017,PŠENICE OZ.,8.3
POD KOSTÝLEK,55535434385605168,1438.0,2018,JEČMEN J.,6.09
POD KOSTÝLEK,55535434385605168,1438.0,2019,ŘEPKA,3.86
POD KOSTÝLEK,55535434385605168,1438.0,2020,KUKUŘICE,3.76
POD KOSTÝLEK,55535434385605168,1438.0,2021,JEČMEN J.,4.86
POD KOSTÝLEK,55535434385605168,1438.0,2022,PŠENICE J.,4.57
POD KOSTÝLEK,55535434385605168,1438.0,2023,PŠENICE J.,3.86
POD KOSTÝLEK,55535434385605168,1438.0,2024,PŠENICE OZ.,6.81
POD KRAVÍNEM,57600690117165568,1542.0,2017,ŘEPKA,3.59
POD KRAVÍNEM,57600690117165568,1542.0,2018,PŠENICE OZ.,7.54
POD KRAVÍNEM,57600690117165568,1542.0,2019,JEČMEN OZ.,8.14
POD KRAVÍNEM,57600690117165568,1542.0,2020,ŘEPKA,4.11
POD KRAVÍNEM,57600690117165568,1542.0,2021,PŠENICE OZ.,8.78
POD KRAVÍNEM,57600690117165568,1542.0,2022,PŠENICE OZ.,7.33
POD KRAVÍNEM,57600690117165568,1542.0,2023,PŠENICE J.,3.5
POD KRAVÍNEM,57600690117165568,1542.0,2024,PŠENICE OZ.,7.79
Pod Lesik 1.,57600773241979512,1543.0,2017,SOJA,4.29
Pod Lesik 1.,57600773241979512,1543.0,2018,PŠENICE J.,5.95
Pod Lesik 1.,57600773241979512,1543.0,2019,PŠENICE OZ.,7.19
Pod Lesik 1.,57600773241979512,1543.0,2020,PŠENICE OZ.,7.77
Pod Lesik 1.,57600773241979512,1543.0,2021,ŘEPKA,3.26
Pod Lesik 1.,57600773241979512,1543.0,2022,PŠENICE OZ.,7.62
Pod Lesik 1.,57600773241979512,1543.0,2023,CUKROVKA,158.22
Pod Lesik 1.,57600773241979512,1543.0,2024,KUKUŘICE,13.68
Pod Lesik 2.,57600773241979504,1544.0,2017,SOJA,4.29
Pod Lesik 2.,57600773241979504,1544.0,2018,PŠENICE J.,5.95
Pod Lesik 2.,57600773241979504,1544.0,2019,PŠENICE OZ.,7.19
Pod Lesik 2.,57600773241979504,1544.0,2020,PŠENICE OZ.,7.77
Pod Lesik 2.,57600773241979504,1544.0,2021,ŘEPKA,3.26
Pod Lesik 2.,57600773241979504,1544.0,2022,PŠENICE OZ.,7.62
Pod Lesik 2.,57600773241979504,1544.0,2023,CUKROVKA,158.22
Pod Lesik 2.,57600773241979504,1544.0,2024,KUKUŘICE,13.68
Pod Lesik 3.,57600773241979496,1545.0,2017,SOJA,4.29
Pod Lesik 3.,57600773241979496,1545.0,2018,PŠENICE J.,5.95
Pod Lesik 3.,57600773241979496,1545.0,2019,PŠENICE OZ.,7.19
Pod Lesik 3.,57600773241979496,1545.0,2020,PŠENICE OZ.,7.77
Pod Lesik 3.,57600773241979496,1545.0,2021,ŘEPKA,3.26
Pod Lesik 3.,57600773241979496,1545.0,2022,PŠENICE OZ.,7.62
Pod Lesik 3.,57600773241979496,1545.0,2023,CUKROVKA,158.22
Pod Lesik 3.,57600773241979496,1545.0,2024,KUKUŘICE,13.68
POD OŘECHY,52110787921068768,1439.0,2017,PŠENICE OZ.,10.1
POD OŘECHY,52110787921068768,1439.0,2018,SLUNEČNICE,3.13
POD OŘECHY,52110787921068768,1439.0,2019,PŠENICE OZ.,5.13
POD OŘECHY,52110787921068768,1439.0,2020,PŠENICE OZ.,7.34
POD OŘECHY,52110787921068768,1439.0,2021,SOJA,2.72
POD OŘECHY,52110787921068768,1439.0,2022,PŠENICE OZ.,8.01
POD OŘECHY,52110787921068768,1439.0,2023,PŠENICE OZ.,8.57
POD OŘECHY,52110787921068768,1439.0,2024,JETEL NACHOVÝ,0.71
POD VEPŘÍN,57818656905642728,1547.0,2017,ŘEPKA,2.58
POD VEPŘÍN,57818656905642728,1547.0,2018,PŠENICE OZ.,5.92
POD VEPŘÍN,57818656905642728,1547.0,2019,JEČMEN OZ.,7.95
POD VEPŘÍN,57818656905642728,1547.0,2020,ŘEPKA,3.43
POD VEPŘÍN,57818656905642728,1547.0,2021,PŠENICE OZ.,7.02
POD VEPŘÍN,57818656905642728,1547.0,2022,POHANKA,1.5
POD VEPŘÍN,57818656905642728,1547.0,2023,PŠENICE OZ.,6.5
POD VEPŘÍN,57818656905642728,1547.0,2024,JETEL NACHOVÝ,1.02
Podluzansky kopec 1.,57600425045541592,1441.0,2017,PŠENICE OZ.,8.53
Podluzansky kopec 1.,57600425045541592,1441.0,2018,ŘEPKA,3.42
Podluzansky kopec 1.,57600425045541592,1441.0,2019,PŠENICE OZ.,0.7
Podluzansky kopec 1.,57600425045541592,1441.0,2020,PŠENICE OZ.,7.53
Podluzansky kopec 1.,57600425045541592,1441.0,2021,ŘEPKA,2.43
Podluzansky kopec 1.,57600425045541592,1441.0,2022,PŠENICE OZ.,7.43
Podluzansky kopec 1.,57600425045541592,1441.0,2024,JETEL NACHOVÝ,VOJTĚŠKA
Podluzansky kopec 2.,52110787918971600,1442.0,2017,PŠENICE OZ.,8.53
Podluzansky kopec 2.,52110787918971600,1442.0,2018,ŘEPKA,3.42
Podluzansky kopec 2.,52110787918971600,1442.0,2019,PŠENICE OZ.,0.7
Podluzansky kopec 2.,52110787918971600,1442.0,2020,PŠENICE OZ.,7.53
Podluzansky kopec 2.,52110787918971600,1442.0,2021,ŘEPKA,2.43
Podluzansky kopec 2.,52110787918971600,1442.0,2022,PŠENICE OZ.,7.43
Podluzansky kopec 2.,52110787918971600,1442.0,2024,JETEL NACHOVÝ,VOJTĚŠKA
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2017,PŠENICE OZ.,6.86
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2018,JEČMEN OZ.,5.4
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2019,ŘEPKA,3.5
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2020,PŠENICE OZ.,7.72
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2021,JEČMEN OZ.,6.68
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2022,PŠENICE J.,3.7
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2023,ŘEPKA,3.78
PRŮHON DOUBRAVANY,59754373865030160,1444.0,2024,PŠENICE J.,5.6
PRŮHON PODLUŽANY,61640199490257608,1445.0,2017,PŠENICE OZ.,7.87
PRŮHON PODLUŽANY,61640199490257608,1445.0,2018,JEČMEN OZ.,5.4
PRŮHON PODLUŽANY,61640199490257608,1445.0,2019,ŘEPKA,2.99
PRŮHON PODLUŽANY,61640199490257608,1445.0,2020,PŠENICE OZ.,6.35
PRŮHON PODLUŽANY,61640199490257608,1445.0,2021,JEČMEN OZ.,7.2
PRŮHON PODLUŽANY,61640199490257608,1445.0,2022,ŘEPKA,1.74
PRŮHON PODLUŽANY,61640199490257608,1445.0,2023,PŠENICE OZ.,9.06
PRŮHON PODLUŽANY,61640199490257608,1445.0,2024,JETEL NACHOVÝ,0.73
PŘED NÁHONEM,52110787845571288,1443.0,2017,PŠENICE OZ.,8.75
PŘED NÁHONEM,52110787845571288,1443.0,2018,SLUNEČNICE,3.21
PŘED NÁHONEM,52110787845571288,1443.0,2019,JETEL NACHOVÝ,-
PŘED NÁHONEM,52110787845571288,1443.0,2020,PŠENICE OZ.,6.81
PŘED NÁHONEM,52110787845571288,1443.0,2021,PŠENICE J.,4.95
PŘED NÁHONEM,52110787845571288,1443.0,2022,KUKUŘICE,8.04
PŘED NÁHONEM,52110787845571288,1443.0,2023,SLUNEČNICE,3.19
PŘED NÁHONEM,52110787845571288,1443.0,2024,KUKUŘICE,12.56
Rasinov 1,59754456943706672,1446.0,2017,PŠENICE OZ.,6.86
Rasinov 1,59754456943706672,1446.0,2018,PŠENICE OZ.,5.81
Rasinov 1,59754456943706672,1446.0,2019,ŘEPKA,3.52
Rasinov 1,59754456943706672,1446.0,2020,PŠENICE OZ.,8.96
Rasinov 1,59754456943706672,1446.0,2021,PŠENICE OZ.,8.16
Rasinov 1,59754456943706672,1446.0,2022,ŘEPKA,4.05
Rasinov 1,59754456943706672,1446.0,2023,PŠENICE OZ.,9.79
Rasinov 2,55535434368828064,1447.0,2017,PŠENICE OZ.,6.86
Rasinov 2,55535434368828064,1447.0,2018,PŠENICE OZ.,5.81
Rasinov 2,55535434368828064,1447.0,2019,ŘEPKA,3.52
Rasinov 2,55535434368828064,1447.0,2020,PŠENICE OZ.,8.96
Rasinov 2,55535434368828064,1447.0,2021,PŠENICE OZ.,8.16
Rasinov 2,55535434368828064,1447.0,2022,ŘEPKA,4.05
Rasinov 2,55535434368828064,1447.0,2023,PŠENICE OZ.,9.79
Rasinov 3,52110787870737000,1448.0,2017,PŠENICE OZ.,6.86
Rasinov 3,52110787870737000,1448.0,2018,PŠENICE OZ.,5.81
Rasinov 3,52110787870737000,1448.0,2019,ŘEPKA,3.52
Rasinov 3,52110787870737000,1448.0,2020,PŠENICE OZ.,8.96
Rasinov 3,52110787870737000,1448.0,2021,PŠENICE OZ.,8.16
Rasinov 3,52110787870737000,1448.0,2022,ŘEPKA,4.05
Rasinov 3,52110787870737000,1448.0,2023,PŠENICE OZ.,9.79
RYBNÍK,52110787971400232,1454.0,2017,JEČMEN J.,6.14
RYBNÍK,52110787971400232,1454.0,2018,SOJA,1.79
RYBNÍK,52110787971400232,1454.0,2019,PŠENICE OZ.,6.4
RYBNÍK,52110787971400232,1454.0,2020,ŘEPKA,2.57
RYBNÍK,52110787971400232,1454.0,2021,PŠENICE OZ.,4.36
RYBNÍK,52110787971400232,1454.0,2022,JEČMEN J.,4.68
RYBNÍK,52110787971400232,1454.0,2023,ŘEPKA,3.45
RYBNÍK,52110787971400232,1454.0,2024,PŠENICE OZ.,7.57
Ridky 1,55535434381410840,1450.0,2017,JEČMEN OZ.,7.91
Ridky 1,55535434381410840,1450.0,2018,ŘEPKA,3.28
Ridky 1,55535434381410840,1450.0,2019,PŠENICE OZ.,6.44
Ridky 1,55535434381410840,1450.0,2020,JEČMEN OZ.,9.04
Ridky 1,55535434381410840,1450.0,2021,ŘEPKA,3.48
Ridky 1,55535434381410840,1450.0,2022,PŠENICE OZ.,6.71
Ridky 1,55535434381410840,1450.0,2023,JEČMEN OZ.,9.05
Ridky 1,55535434381410840,1450.0,2024,ŘEPKA,2.34
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2017,ŘEPKA,4.35
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2018,PŠENICE OZ.,4.03
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2019,KUKUŘICE,KUKUŘICE
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2020,JEČMEN J.,4.79
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2021,PŠENICE OZ.,6.17
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2022,LEN,2.22
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2023,PŠENICE OZ.,6.86
"SOKOLEC, ZA SOKOLCEM",57599942895616560,1388.0,2024,SOJA,3.57
STRÁŇ BÍLÁ,52110787948331688,1389.0,2017,PŠENICE OZ.,4.18
STRÁŇ BÍLÁ,52110787948331688,1389.0,2018,ŘEPKA,2.9
STRÁŇ BÍLÁ,52110787948331688,1389.0,2019,PŠENICE OZ.,7.86
STRÁŇ BÍLÁ,52110787948331688,1389.0,2020,PŠENICE OZ.,8.7
STRÁŇ BÍLÁ,52110787948331688,1389.0,2021,ŘEPKA,3.38
STRÁŇ BÍLÁ,52110787948331688,1389.0,2022,Neznáma,1.16
STRÁŇ BÍLÁ,52110787948331688,1389.0,2023,PŠENICE OZ.,9.15
STRÁŇ BÍLÁ,52110787948331688,1389.0,2024,ŘEPKA,2.74
Stran horni 1,55535434347856640,1552.0,2017,PŠENICE OZ.,6.68
Stran horni 1,55535434347856640,1552.0,2018,ŘEPKA,3.83
Stran horni 1,55535434347856640,1552.0,2019,PŠENICE OZ.,6.73
Stran horni 1,55535434347856640,1552.0,2020,PŠENICE OZ.,5.62
Stran horni 1,55535434347856640,1552.0,2021,PŠENICE OZ.,7.21
Stran horni 1,55535434347856640,1552.0,2023,PŠENICE OZ.,10.31
Stran horni 1,55535434347856640,1552.0,2024,ŘEPKA,3.04
STRÁŇ SPODNÍ,59754373869224488,1553.0,2017,PŠENICE OZ.,6.13
STRÁŇ SPODNÍ,59754373869224488,1553.0,2018,ŘEPKA,3.69
STRÁŇ SPODNÍ,59754373869224488,1553.0,2019,PŠENICE OZ.,6.8
STRÁŇ SPODNÍ,59754373869224488,1553.0,2020,PŠENICE OZ.,7.6
STRÁŇ SPODNÍ,59754373869224488,1553.0,2021,ŘEPKA,3.25
STRÁŇ SPODNÍ,59754373869224488,1553.0,2022,PŠENICE OZ.,5.69
STRÁŇ SPODNÍ,59754373869224488,1553.0,2023,ŘEPKA,3.6
SUŠÍRNA,57600257237729920,1554.0,2017,PŠENICE OZ.,8.7
SUŠÍRNA,57600257237729920,1554.0,2018,PŠENICE OZ.,4.84
SUŠÍRNA,57600257237729920,1554.0,2019,ŘEPKA,3.58
SUŠÍRNA,57600257237729920,1554.0,2021,PŠENICE OZ.,7.16
SUŠÍRNA,57600257237729920,1554.0,2022,ŘEPKA,3.48
SUŠÍRNA,57600257237729920,1554.0,2023,PŠENICE OZ.,8.56
SUŠÍRNA,57600257237729920,1554.0,2024,ŘEPKA,2.5
ŠEDESÁTKA,0,,2017,PŠENICE OZ.,4.03
ŠEDESÁTKA,0,,2018,ŘEPKA,3.82
ŠEDESÁTKA,0,,2019,PŠENICE OZ.,6.51
ŠEDESÁTKA,0,,2020,PŠENICE OZ.,7.41
ŠEDESÁTKA,0,,2021,ŘEPKA,3.33
ŠEDESÁTKA,0,,2022,PŠENICE OZ.,7.14
ŠEDESÁTKA,0,,2023,PŠENICE OZ.,7.44
TÁBOR,52110787868639824,1555.0,2017,PŠENICE OZ.,8.39
TÁBOR,52110787868639824,1555.0,2018,SOJA,2.46
TÁBOR,52110787868639824,1555.0,2019,PŠENICE OZ.,7.4
TÁBOR,52110787868639824,1555.0,2020,ŘEPKA,2.69
TÁBOR,52110787868639824,1555.0,2021,PŠENICE OZ.,7.71
TÁBOR,52110787868639824,1555.0,2022,PŠENICE OZ.,6.67
TÁBOR,52110787868639824,1555.0,2023,ŘEPKA,3.46
TÁBOR,52110787868639824,1555.0,2024,PŠENICE OZ.,8.07
TABULKY,52110788032217680,1556.0,2017,JEČMEN J.,4.85
TABULKY,52110788032217680,1556.0,2018,ŘEPKA,3.48
TABULKY,52110788032217680,1556.0,2019,PŠENICE OZ.,6.28
TABULKY,52110788032217680,1556.0,2020,PŠENICE OZ.,7.33
TABULKY,52110788032217680,1556.0,2021,ŘEPKA,1.78
TABULKY,52110788032217680,1556.0,2022,PŠENICE OZ.,7.15
TABULKY,52110788032217680,1556.0,2023,PŠENICE OZ.,8.21
TABULKY,52110788032217680,1556.0,2024,SOJA,4.81
TRUBA,55535434356245056,1557.0,2017,PŠENICE OZ.,8.11
TRUBA,55535434356245056,1557.0,2018,JETEL NACHOVÝ,-
TRUBA,55535434356245056,1557.0,2019,JEČMEN J.,6.79
TRUBA,55535434356245056,1557.0,2021,JEČMEN J.,5.88
TRUBA,55535434356245056,1557.0,2022,JEČMEN OZ.,8.92
TRUBA,55535434356245056,1557.0,2023,ŘEPKA,4.07
TRUBA,55535434356245056,1557.0,2024,PŠENICE OZ.,7.2
TŘEBOŇ HOLE,57600773262951120,1393.0,2017,JETEL NACHOVÝ,-
TŘEBOŇ HOLE,57600773262951120,1393.0,2018,JETEL NACHOVÝ,-
TŘEBOŇ HOLE,57600773262951120,1393.0,2019,JETEL NACHOVÝ,-
TŘEBOŇ HOLE,57600773262951120,1393.0,2020,JETEL NACHOVÝ,-
TŘEBOŇ HOLE,57600773262951120,1393.0,2021,Neznáma,2.05
TŘEBOŇ HOLE,57600773262951120,1393.0,2022,JEČMEN OZ.,7.27
TŘEBOŇ HOLE,57600773262951120,1393.0,2023,JETEL NACHOVÝ,ÚHOR
TŘEBOŇ HOLE,57600773262951120,1393.0,2024,KUKUŘICE,7.42
TŘEBOŇ HOLE,57600773262951128,1394.0,2017,JETEL NACHOVÝ,-
TŘEBOŇ HOLE,57600773262951128,1394.0,2018,JETEL NACHOVÝ,-
TŘEBOŇ HOLE,57600773262951128,1394.0,2019,JETEL NACHOVÝ,-
